,Total Loss,Val Loss
Epoch 1,4.923215538263321,2.6524439454078674
Epoch 2,3.9246945679187775,2.2923991978168488
Epoch 3,3.8951552510261536,1.943865180015564
Epoch 4,3.8987384736537933,1.7288712561130524
Epoch 5,3.9045963883399963,1.724926471710205
Epoch 6,3.8920194804668427,1.8907749950885773
