,Total Loss,Val Loss
Epoch 1,6.345997661352158,2.48671418428421
Epoch 2,4.82363748550415,2.1493407785892487
Epoch 3,4.7333455085754395,1.9472993910312653
Epoch 4,4.723894506692886,1.8189710974693298
Epoch 5,4.721074223518372,1.7115340530872345
Epoch 6,4.712287575006485,1.6906785070896149
Epoch 7,4.707938015460968,1.6639806926250458
Epoch 8,4.710127264261246,1.6450015902519226
Epoch 9,4.707897573709488,1.63215771317482
Epoch 10,4.71310618519783,1.603254109621048
