,Total Loss,Val Loss
Epoch 1,4.943205177783966,3.7302088737487793
Epoch 2,4.026182413101196,3.3642753958702087
Epoch 3,3.8960967659950256,3.0971004962921143
Epoch 4,3.9677824079990387,3.161038637161255
Epoch 5,3.9261718094348907,2.911906063556671
Epoch 6,3.846196711063385,1.7260929346084595
Epoch 7,3.905634343624115,1.6393570005893707
Epoch 8,3.8406946659088135,1.6613048613071442
Epoch 9,3.8646655082702637,1.7019480168819427
