,Total Loss,Val Loss
Epoch 1,4.826432287693024,1.976885586977005
Epoch 2,3.794027656316757,1.6956580877304077
Epoch 3,3.883725732564926,1.687764436006546
Epoch 4,3.83015114068985,1.7172367870807648
